cluster_id	0_3001.tsv	0_3002.tsv	0_3003.tsv	0_3004.tsv	0_3005.tsv	0_3006.tsv	0_3007.tsv	0_3008.tsv	0_3009.tsv	0_3010.tsv	0_3012.tsv	0_3013.tsv	0_3014.tsv	0_3015.tsv	0_3016.tsv	0_3017.tsv	0_3018.tsv	0_3019.tsv	0_3020.tsv	0_3021.tsv	0_3022.tsv	0_3023.tsv	0_3024.tsv	0_3025.tsv	1_3001.tsv	1_3002.tsv	1_3003.tsv	1_3004.tsv	1_3005.tsv	1_3006.tsv	1_3007.tsv	1_3008.tsv	1_3009.tsv	1_3010.tsv	1_3012.tsv	1_3013.tsv	1_3014.tsv	1_3015.tsv	1_3016.tsv	1_3017.tsv	1_3018.tsv	1_3019.tsv	1_3020.tsv	1_3021.tsv	1_3022.tsv	1_3023.tsv	1_3024.tsv	1_3025.tsv
23	0.013704979	0.0109503195	0.011459215	0.053502485	0.005015702	0.0010187234	0.0045249877	0.036679517	0.0011770587	0.027890889	0.009542088	0.007804733	0.00688726	0.0016035478	0.0052891867	0.00016372684	0.018666416	0.0015512533	0.0077283178	0.0014553431	0.0031228014	0.027130226	0.00031805196	0.060222432	0.011369429	0.001112289	0.0017824437	0.05070622	0.00023446421	0.00052273617	0.0029889226	0.015169593	0.0041666054	0.0075267567	0.0044656903	0.021870846	0.00556505	0.0009116799	0.009100887	0.00020360936	0.002249499	0.0023681729	0.0005771211	0.0014430528	0.0041368925	0.02191558	0.00037491316	0.029064946
24	0.0001652932	0.0	5.546946e-05	0.0	8.035014e-05	0.00010453342	1.4839726e-06	3.6283545e-05	8.8843335e-05	0.0	0.0	0.0	0.0009260562	2.8929368e-05	0.00037008105	0.0	0.0	9.190271e-05	1.8370298e-05	0.00017370668	4.160769e-06	0.00025992055	0.0	0.0	4.690633e-05	0.0	0.00018375782	0.00012834536	9.3819275e-05	0.0003529605	6.9671444e-07	2.1588892e-06	4.6424393e-05	6.005079e-08	0.0	0.0	0.0029853166	0.00012101751	2.1396208e-05	0.0	0.0	3.2113785e-05	7.723841e-05	0.00015872178	5.8583708e-05	0.0004765755	2.0863922e-06	0.0
25	6.044448e-06	3.7893602e-07	0.0	5.5255075e-08	9.2563187e-07	1.7027392e-07	3.6965295e-07	0.00035106347	0.0	0.0	3.6368803e-07	0.0	4.3261178e-05	9.702051e-07	1.6571187e-06	0.0041645723	2.471088e-07	5.9355e-08	0.0018935589	0.0009389086	0.0	5.16406e-07	7.45233e-07	0.0	0.0	7.360612e-07	0.0	1.9203156e-07	2.6260636e-07	4.5078725e-08	7.205065e-07	0.002216517	1.4080562e-07	5.031451e-08	3.6589697e-06	0.0	3.31567e-05	2.2595393e-06	1.7182261e-06	0.0014934115	5.2376514e-08	0.0	0.0020734812	0.0062041706	2.9206374e-08	0.0	1.3460075e-06	2.1550948e-08
26	0.0	2.8053804e-05	0.0	0.0	6.2869294e-06	0.0	0.00010936526	5.7584668e-05	0.000106264495	0.0	4.5439618e-05	0.0	0.0	0.0	6.0760412e-06	0.0011226892	0.0	0.0	0.0	0.000302453	0.0	0.0	0.0	0.0	0.0	4.672437e-05	0.0	0.0	1.3134045e-05	0.0	0.00017103014	0.00018015377	6.91234e-05	0.0	0.00011010224	0.0	0.0	0.00013101609	9.958006e-06	0.0015536624	0.0	0.0	0.0	0.00022722138	4.975507e-07	0.0	0.0	0.0
27	0.0	0.0	2.2963998e-07	3.8439887e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8928704e-05	1.1936327e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.616324e-08	0.0	0.0	0.0	0.0	0.0	9.282719e-08	0.0	0.0	1.1817051e-07	0.0	0.0	0.0	0.0	0.0034435787	0.0	0.0	0.0	0.0	1.2354774e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	3.44066e-05	7.919911e-07	6.19211e-05	0.0	2.703907e-05	6.793601e-05	1.8491923e-05	0.00010786203	2.2781302e-05	0.0	0.0	0.0	0.00017888767	0.0	3.7693642e-06	5.0569062e-05	0.00018585035	0.002687921	0.0	0.0	2.7491282e-07	0.0	5.8422662e-05	0.0	8.1527905e-05	1.07733364e-07	0.0	0.0	2.8475704e-05	0.00021540209	2.4636798e-05	7.115844e-05	2.9573112e-05	0.0	0.0	0.0	0.00021355029	4.069071e-07	7.6693876e-05	6.8228095e-05	5.080111e-05	0.0025027047	0.0	0.0	6.2463587e-06	0.0	4.7892205e-05	0.0
29	7.6087534e-05	0.00077321747	0.0065629496	0.001571504	0.00021438923	0.0006436558	0.0045259744	0.00016771685	2.903292e-07	2.0260738e-06	0.00017475196	0.024181964	0.0062733665	3.62834e-05	0.016570464	4.460904e-05	0.0003130095	2.5488553e-06	5.559138e-06	8.170775e-06	1.7657465e-05	0.00075262977	0.00020870242	0.0028393208	1.6134065e-05	2.859088e-05	0.016937954	0.002818225	0.000400755	0.008653394	0.0027382786	0.00032295048	2.0529924e-05	0.00067488546	0.00020135604	0.07902581	0.052196834	0.00018100739	2.1514361e-05	0.0004959866	0.0032424068	2.517345e-05	0.00016600285	0.0011055565	0.0012461181	0.00037784426	0.0039879773	0.0012187335
30	0.0	0.0	2.5872748e-07	0.0	0.0	0.0	8.811641e-09	0.0	0.0	3.1067063e-06	0.0	2.7073298e-07	1.2579522e-07	0.0	0.0	0.0007610336	4.2427152e-07	0.0010900866	0.0	0.006691789	0.0	1.8971716e-07	0.0	0.0	0.008104129	0.0	5.180618e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.00729892	0.0	2.1460268e-07	2.375611e-09	0.0	0.0	0.003948554	0.0	0.0064277393	6.3321204e-07	0.004297419	0.0	0.0009442521	0.0	2.5438666e-07
31	0.0	2.06906e-07	0.0	0.0	0.0	3.3212102e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9017188e-09	0.0	0.0	8.627461e-09	0.0026136748	0.0	0.0	0.0	0.0	0.0	8.603906e-08	0.0	0.0	0.0	0.0	0.0	7.08731e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4033104e-08	0.0	0.0	9.287421e-08	0.0029550085	0.0	0.0	0.0	6.243399e-08
32	0.0057146023	0.0	2.8390826e-07	0.0	0.0	0.0	0.0	0.0	2.1773242e-07	7.112658e-09	0.0	0.0	0.0	3.7750404e-08	0.001257964	2.9946065e-07	4.0586723e-08	0.0028943827	0.0	0.0	6.7377414e-07	1.9759412e-09	3.0593642e-07	0.0	0.0044059656	0.0	7.517574e-07	0.0	0.0	0.0	0.0	0.0	1.1866635e-07	1.9655519e-07	0.0	0.0	0.0	6.8965605e-08	0.0013837806	1.6250667e-07	7.3571003e-09	0.0026010314	0.0	0.0	5.1972233e-07	1.7731326e-09	1.3284259e-08	0.0
33	0.0	0.0009275579	0.0	0.0	1.61043e-06	0.001869994	0.0	0.00033283816	6.51718e-07	0.0	5.0928014e-05	0.0	0.0	0.0	1.872901e-05	3.6906327e-05	0.0	0.0	0.0	0.00017473573	0.00018885176	0.0	0.00034977947	0.0	0.0	0.00025361648	0.0	0.0	7.5234425e-07	0.0039562136	0.0	1.8166029e-05	3.5427374e-07	0.0	0.00053681177	0.0	0.0	8.174397e-10	7.0401125e-05	5.650983e-05	0.0	0.0	0.00025767775	0.0001127548	0.0001558914	0.0	0.00020424352	0.0
34	2.1714604e-06	0.0075872876	0.0	0.0	9.520912e-07	1.0372072e-06	0.0	0.0	3.3207306e-07	0.0	2.8923587e-06	0.0	0.0	0.00089283905	6.775112e-07	0.0	0.0	4.063885e-07	0.0	0.004917751	0.0056801676	0.0	3.7873958e-06	0.0	2.091544e-06	0.00036554463	0.0	0.0	4.309483e-07	3.9395914e-06	0.0	0.0	3.3564322e-07	1.8358597e-07	1.290031e-06	0.0	8.047071e-08	0.003830392	5.130965e-07	0.0	0.0	6.6397945e-07	5.007319e-08	0.006957562	0.0047166916	0.0	1.2329575e-07	0.0
35	0.0	2.4973673e-05	5.1614268e-05	0.0	2.501676e-07	2.846422e-06	3.7788263e-06	3.6996187e-07	9.216897e-07	1.4573639e-08	0.0	1.6425878e-05	0.0	2.0827171e-07	1.1096464e-05	3.6706342e-07	6.249953e-08	0.0	0.0	1.4669576e-05	1.022261e-06	3.4173947e-05	0.0	0.0	8.4805083e-07	1.4829368e-07	0.0033123519	0.0	1.0055589e-05	0.0	2.694445e-07	0.0	3.003855e-07	1.2572863e-08	0.0	0.00012469754	0.0	1.3768527e-08	7.824477e-09	2.4440742e-06	3.4483714e-06	1.817672e-07	7.533886e-08	1.8010016e-05	3.6233258e-05	1.1468607e-05	8.565355e-06	0.0
36	1.815432e-06	7.153717e-08	0.0050572883	4.488121e-08	1.08903066e-07	0.0	0.004604175	4.7284468e-07	1.2946667e-06	7.6967456e-07	0.0	0.0057587493	4.097352e-08	0.0005127085	4.4282717e-07	0.0	0.0036209933	3.9193142e-07	0.0	0.0033671472	7.235779e-08	0.00019910697	2.52261e-07	8.59078e-05	6.00711e-07	0.0	0.0017450178	1.1527502e-07	2.1867801e-07	3.227536e-08	0.003931464	3.608079e-07	2.3446485e-07	9.088945e-08	5.6778042e-08	0.007003088	1.1043065e-07	0.0031676653	3.5077372e-07	3.1948292e-07	0.00090373703	3.5317703e-07	0.0	0.00041396832	4.7532887e-07	2.310416e-05	2.1623789e-08	0.0006585031
37	1.3666877e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0011230082	3.78666e-05	7.591071e-09	0.0	1.5489347e-07	0.0	0.0	1.6978947e-05	9.940286e-09	0.0	0.0	0.0	2.2232183e-07	0.00023179635	8.284757e-08	0.0	9.45889e-08	9.082809e-07	4.498691e-06	0.0	3.8047247e-06	9.15163e-08	0.0	7.5892e-08	0.0011409229	0.00013083307	2.1656038e-07	0.0	3.6852562e-08	0.0	3.1501185e-07	0.003171815	2.7172558e-07	1.9065261e-06	0.0	0.0010342421	1.6702306e-06	0.0009902243	3.8314315e-06	5.819557e-07	5.7654045e-08
38	0.0	0.00043629014	0.0	0.0	0.0	9.685101e-05	0.0	0.00015446675	1.13750666e-07	0.0	2.3613953e-05	0.0	0.0	0.0	1.1347644e-05	1.8181552e-05	0.0	0.0	0.0	9.623867e-05	9.12347e-05	0.0	0.00014642467	0.0	0.0	0.000121288285	0.0	0.0	0.0	0.00020893312	0.0	8.340441e-06	8.161012e-08	0.0	0.00024210059	0.0	0.0	0.0	3.4457687e-05	2.6967642e-05	0.0	0.0	0.0016508283	6.155576e-05	7.005212e-05	0.0	8.6513486e-05	0.0
39	0.0	0.00022072227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009562055	0.0	0.0	0.0	0.0	0.0037141156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002786505	0.0	0.0	0.0
40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1042193e-07	0.0	0.0	0.0	0.00011685479	0.0	1.8479666e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1371683e-06	0.0	0.0	0.0	6.8641864e-05	0.0	5.0291624e-06	0.0	0.0	0.0
41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.268705e-08	1.494554e-06	0.0	0.0	0.0	0.0	0.0004291728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07662e-05	0.0	0.0	0.0	0.0	0.0017530434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0013851877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016475792	0.0	0.0	0.0	0.0	0.00021247072	0.0	0.0033232123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005709871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024587093	0.0	0.0	0.0	0.0	0.0019074386	0.0	0.0035163825	0.0	0.0	0.0	0.0	0.0	0.0
43	0.0	0.0	0.00022417872	0.0	0.0	0.0	0.00017931692	0.0	0.0	0.0	0.0	0.000251087	0.0	5.979962e-06	0.0	0.0	0.000121213896	0.0	0.0	0.00010695809	0.0	0.00013262726	0.0	0.0005253779	0.0	0.0	3.5174333e-05	0.0	0.0	0.0	0.00015153438	0.0	0.0	0.0	0.0	0.0002898584	0.0	0.00013722529	0.0	0.0	2.2942248e-05	0.0	0.0	5.086385e-06	0.0	3.1885702e-05	0.0	0.0027050627
44	0.00017385333	0.0	0.0	0.0	0.0	7.794884e-05	0.0	0.00271497	0.0	0.0	0.0	0.0	0.0	0.0	1.3239787e-05	0.0	0.0	0.0	0.0	9.117592e-09	0.0	2.2505662e-07	0.0	0.0	3.970088e-05	0.0	0.0	0.0	0.0	0.00020158163	0.0	0.0009053944	0.0	0.0	4.175842e-07	3.2702892e-06	0.0	0.0	4.600899e-05	0.0	0.0	0.0	0.0	1.3568412e-08	0.0003481981	0.00017537878	0.0	0.0
