run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR2017738	SAMEA104142083	ERX2077320	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017738/ERR2017738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017738/ERR2017738_2.fastq.gz
ERR2017739	SAMEA104142082	ERX2077321	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017739/ERR2017739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017739/ERR2017739_2.fastq.gz
ERR2017740	SAMEA104142081	ERX2077322	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017740/ERR2017740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017740/ERR2017740_2.fastq.gz
ERR2017742	SAMEA104142079	ERX2077324	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017742/ERR2017742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017742/ERR2017742_2.fastq.gz
ERR2017750	SAMEA104142090	ERX2077332	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017750/ERR2017750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017750/ERR2017750_2.fastq.gz
ERR2017752	SAMEA104142417	ERX2077334	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017752/ERR2017752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017752/ERR2017752_2.fastq.gz
ERR2017754	SAMEA104142412	ERX2077336	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017754/ERR2017754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017754/ERR2017754_2.fastq.gz
ERR2017756	SAMEA104142414	ERX2077338	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017756/ERR2017756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017756/ERR2017756_2.fastq.gz
ERR2017766	SAMEA104142476	ERX2077348	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017766/ERR2017766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017766/ERR2017766_2.fastq.gz
ERR2017770	SAMEA104142427	ERX2077352	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017770/ERR2017770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017770/ERR2017770_2.fastq.gz
ERR2017771	SAMEA104142428	ERX2077353	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017771/ERR2017771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017771/ERR2017771_2.fastq.gz
ERR2017773	SAMEA104142429	ERX2077355	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017773/ERR2017773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017773/ERR2017773_2.fastq.gz
ERR2017774	SAMEA104142430	ERX2077356	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017774/ERR2017774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017774/ERR2017774_2.fastq.gz
ERR2017776	SAMEA104142432	ERX2077358	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017776/ERR2017776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017776/ERR2017776_2.fastq.gz
ERR2017777	SAMEA104142433	ERX2077359	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017777/ERR2017777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017777/ERR2017777_2.fastq.gz
ERR2017778	SAMEA104142434	ERX2077360	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017778/ERR2017778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017778/ERR2017778_2.fastq.gz
ERR2017781	SAMEA104142437	ERX2077363	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017781/ERR2017781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017781/ERR2017781_2.fastq.gz
ERR2017782	SAMEA104142438	ERX2077364	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017782/ERR2017782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017782/ERR2017782_2.fastq.gz
ERR2017783	SAMEA104142439	ERX2077365	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017783/ERR2017783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017783/ERR2017783_2.fastq.gz
ERR2017784	SAMEA104142440	ERX2077366	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017784/ERR2017784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017784/ERR2017784_2.fastq.gz
ERR2017797	SAMEA104142461	ERX2077379	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017797/ERR2017797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017797/ERR2017797_2.fastq.gz
ERR2017799	SAMEA104142462	ERX2077381	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017799/ERR2017799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017799/ERR2017799_2.fastq.gz
ERR2017801	SAMEA104142463	ERX2077383	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017801/ERR2017801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017801/ERR2017801_2.fastq.gz
ERR2017808	SAMEA104142470	ERX2077390	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017808/ERR2017808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017808/ERR2017808_2.fastq.gz
ERR2017412	SAMEA104142373	ERX2076994	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017412/ERR2017412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017412/ERR2017412_2.fastq.gz
ERR2017413	SAMEA104142372	ERX2076995	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017413/ERR2017413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017413/ERR2017413_2.fastq.gz
ERR2017414	SAMEA104142371	ERX2076996	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017414/ERR2017414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017414/ERR2017414_2.fastq.gz
ERR2017416	SAMEA104142369	ERX2076998	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017416/ERR2017416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017416/ERR2017416_2.fastq.gz
ERR2017418	SAMEA104142367	ERX2077000	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017418/ERR2017418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017418/ERR2017418_2.fastq.gz
ERR2017419	SAMEA104142366	ERX2077001	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017419/ERR2017419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017419/ERR2017419_2.fastq.gz
ERR2017422	SAMEA104142363	ERX2077004	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017422/ERR2017422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017422/ERR2017422_2.fastq.gz
ERR2017428	SAMEA104142357	ERX2077010	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017428/ERR2017428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017428/ERR2017428_2.fastq.gz
ERR2017433	SAMEA104142352	ERX2077015	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017433/ERR2017433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017433/ERR2017433_2.fastq.gz
ERR2017435	SAMEA104142350	ERX2077017	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017435/ERR2017435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017435/ERR2017435_2.fastq.gz
ERR2017436	SAMEA104142349	ERX2077018	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017436/ERR2017436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017436/ERR2017436_2.fastq.gz
ERR2017441	SAMEA104142344	ERX2077023	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017441/ERR2017441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017441/ERR2017441_2.fastq.gz
ERR2017444	SAMEA104142340	ERX2077026	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017444/ERR2017444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017444/ERR2017444_2.fastq.gz
ERR2017445	SAMEA104142338	ERX2077027	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017445/ERR2017445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017445/ERR2017445_2.fastq.gz
ERR2017450	SAMEA104142331	ERX2077032	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017450/ERR2017450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017450/ERR2017450_2.fastq.gz
ERR2017451	SAMEA104142330	ERX2077033	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017451/ERR2017451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017451/ERR2017451_2.fastq.gz
ERR2017463	SAMEA104142235	ERX2077045	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017463/ERR2017463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017463/ERR2017463_2.fastq.gz
ERR2017467	SAMEA104142231	ERX2077049	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017467/ERR2017467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017467/ERR2017467_2.fastq.gz
ERR2017468	SAMEA104142230	ERX2077050	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017468/ERR2017468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017468/ERR2017468_2.fastq.gz
ERR2017469	SAMEA104142229	ERX2077051	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017469/ERR2017469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017469/ERR2017469_2.fastq.gz
ERR2017473	SAMEA104142376	ERX2077055	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017473/ERR2017473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017473/ERR2017473_2.fastq.gz
ERR2017475	SAMEA104142378	ERX2077057	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017475/ERR2017475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017475/ERR2017475_2.fastq.gz
ERR2017476	SAMEA104142472	ERX2077058	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017476/ERR2017476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017476/ERR2017476_2.fastq.gz
ERR2017483	SAMEA104142384	ERX2077065	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017483/ERR2017483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017483/ERR2017483_2.fastq.gz
ERR2017485	SAMEA104142386	ERX2077067	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017485/ERR2017485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017485/ERR2017485_2.fastq.gz
ERR2017486	SAMEA104142387	ERX2077068	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017486/ERR2017486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017486/ERR2017486_2.fastq.gz
ERR2017487	SAMEA104142388	ERX2077069	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017487/ERR2017487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017487/ERR2017487_2.fastq.gz
ERR2017489	SAMEA104142390	ERX2077071	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017489/ERR2017489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017489/ERR2017489_2.fastq.gz
ERR2017490	SAMEA104142391	ERX2077072	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017490/ERR2017490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017490/ERR2017490_2.fastq.gz
ERR2017506	SAMEA104142400	ERX2077088	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017506/ERR2017506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017506/ERR2017506_2.fastq.gz
ERR2017507	SAMEA104142401	ERX2077089	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017507/ERR2017507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017507/ERR2017507_2.fastq.gz
ERR2017512	SAMEA104142405	ERX2077094	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017512/ERR2017512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017512/ERR2017512_2.fastq.gz
ERR2017514	SAMEA104142407	ERX2077096	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017514/ERR2017514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017514/ERR2017514_2.fastq.gz
ERR2017515	SAMEA104142408	ERX2077097	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017515/ERR2017515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017515/ERR2017515_2.fastq.gz
ERR2017517	SAMEA104142409	ERX2077099	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017517/ERR2017517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017517/ERR2017517_2.fastq.gz
ERR2017518	SAMEA104142223	ERX2077100	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017518/ERR2017518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017518/ERR2017518_2.fastq.gz
ERR2017520	SAMEA104142221	ERX2077102	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017520/ERR2017520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017520/ERR2017520_2.fastq.gz
ERR2017526	SAMEA104142219	ERX2077108	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017526/ERR2017526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017526/ERR2017526_2.fastq.gz
ERR2017528	SAMEA104142218	ERX2077110	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017528/ERR2017528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017528/ERR2017528_2.fastq.gz
ERR2017530	SAMEA104142210	ERX2077112	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017530/ERR2017530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017530/ERR2017530_2.fastq.gz
ERR2017534	SAMEA104142152	ERX2077116	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017534/ERR2017534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017534/ERR2017534_2.fastq.gz
ERR2017535	SAMEA104142151	ERX2077117	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017535/ERR2017535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017535/ERR2017535_2.fastq.gz
ERR2017539	SAMEA104142147	ERX2077121	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017539/ERR2017539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017539/ERR2017539_2.fastq.gz
ERR2017540	SAMEA104142146	ERX2077122	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017540/ERR2017540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017540/ERR2017540_2.fastq.gz
ERR2017543	SAMEA104142143	ERX2077125	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017543/ERR2017543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017543/ERR2017543_2.fastq.gz
ERR2017544	SAMEA104142142	ERX2077126	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017544/ERR2017544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017544/ERR2017544_2.fastq.gz
ERR2017547	SAMEA104142139	ERX2077129	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017547/ERR2017547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017547/ERR2017547_2.fastq.gz
ERR2017550	SAMEA104142136	ERX2077132	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017550/ERR2017550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017550/ERR2017550_2.fastq.gz
ERR2017551	SAMEA104142135	ERX2077133	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017551/ERR2017551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017551/ERR2017551_2.fastq.gz
ERR2017552	SAMEA104142134	ERX2077134	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017552/ERR2017552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017552/ERR2017552_2.fastq.gz
ERR2017556	SAMEA104142130	ERX2077138	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017556/ERR2017556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017556/ERR2017556_2.fastq.gz
ERR2017557	SAMEA104142129	ERX2077139	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017557/ERR2017557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017557/ERR2017557_2.fastq.gz
ERR2017558	SAMEA104142128	ERX2077140	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017558/ERR2017558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017558/ERR2017558_2.fastq.gz
ERR2017559	SAMEA104142127	ERX2077141	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017559/ERR2017559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017559/ERR2017559_2.fastq.gz
ERR2017560	SAMEA104142126	ERX2077142	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017560/ERR2017560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017560/ERR2017560_2.fastq.gz
ERR2017562	SAMEA104142124	ERX2077144	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017562/ERR2017562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017562/ERR2017562_2.fastq.gz
ERR2017566	SAMEA104142121	ERX2077148	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017566/ERR2017566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017566/ERR2017566_2.fastq.gz
ERR2017567	SAMEA104142120	ERX2077149	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017567/ERR2017567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017567/ERR2017567_2.fastq.gz
ERR2017569	SAMEA104142119	ERX2077151	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017569/ERR2017569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017569/ERR2017569_2.fastq.gz
ERR2017570	SAMEA104142118	ERX2077152	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017570/ERR2017570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017570/ERR2017570_2.fastq.gz
ERR2017576	SAMEA104142112	ERX2077158	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017576/ERR2017576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017576/ERR2017576_2.fastq.gz
ERR2017580	SAMEA104142072	ERX2077162	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017580/ERR2017580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017580/ERR2017580_2.fastq.gz
ERR2017581	SAMEA104142110	ERX2077163	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017581/ERR2017581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017581/ERR2017581_2.fastq.gz
ERR2017586	SAMEA104142107	ERX2077168	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017586/ERR2017586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017586/ERR2017586_2.fastq.gz
ERR2017589	SAMEA104142105	ERX2077171	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017589/ERR2017589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017589/ERR2017589_2.fastq.gz
ERR2017593	SAMEA104142098	ERX2077175	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017593/ERR2017593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017593/ERR2017593_2.fastq.gz
ERR2017594	SAMEA104142097	ERX2077176	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017594/ERR2017594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017594/ERR2017594_2.fastq.gz
ERR2017597	SAMEA104142087	ERX2077179	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017597/ERR2017597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017597/ERR2017597_2.fastq.gz
ERR2017601	SAMEA104142291	ERX2077183	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017601/ERR2017601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017601/ERR2017601_2.fastq.gz
ERR2017604	SAMEA104142295	ERX2077186	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017604/ERR2017604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017604/ERR2017604_2.fastq.gz
ERR2017607	SAMEA104142298	ERX2077189	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017607/ERR2017607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017607/ERR2017607_2.fastq.gz
ERR2017608	SAMEA104142285	ERX2077190	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017608/ERR2017608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017608/ERR2017608_2.fastq.gz
ERR2017609	SAMEA104142299	ERX2077191	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017609/ERR2017609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017609/ERR2017609_2.fastq.gz
ERR2017610	SAMEA104142300	ERX2077192	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017610/ERR2017610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017610/ERR2017610_2.fastq.gz
ERR2017614	SAMEA104142308	ERX2077196	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017614/ERR2017614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017614/ERR2017614_2.fastq.gz
