run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR2017622	SAMEA104142276	ERX2077204	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017622/ERR2017622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017622/ERR2017622_2.fastq.gz
ERR2017624	SAMEA104142274	ERX2077206	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017624/ERR2017624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017624/ERR2017624_2.fastq.gz
ERR2017628	SAMEA104142270	ERX2077210	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017628/ERR2017628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017628/ERR2017628_2.fastq.gz
ERR2017629	SAMEA104142269	ERX2077211	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017629/ERR2017629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017629/ERR2017629_2.fastq.gz
ERR2017632	SAMEA104142266	ERX2077214	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017632/ERR2017632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017632/ERR2017632_2.fastq.gz
ERR2017633	SAMEA104142265	ERX2077215	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017633/ERR2017633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017633/ERR2017633_2.fastq.gz
ERR2017634	SAMEA104142264	ERX2077216	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017634/ERR2017634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017634/ERR2017634_2.fastq.gz
ERR2017636	SAMEA104142262	ERX2077218	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017636/ERR2017636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017636/ERR2017636_2.fastq.gz
ERR2017639	SAMEA104142259	ERX2077221	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017639/ERR2017639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017639/ERR2017639_2.fastq.gz
ERR2017646	SAMEA104142252	ERX2077228	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017646/ERR2017646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017646/ERR2017646_2.fastq.gz
ERR2017647	SAMEA104142251	ERX2077229	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017647/ERR2017647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017647/ERR2017647_2.fastq.gz
ERR2017648	SAMEA104142250	ERX2077230	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017648/ERR2017648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017648/ERR2017648_2.fastq.gz
ERR2017650	SAMEA104142248	ERX2077232	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017650/ERR2017650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017650/ERR2017650_2.fastq.gz
ERR2017653	SAMEA104142281	ERX2077235	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017653/ERR2017653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017653/ERR2017653_2.fastq.gz
ERR2017655	SAMEA104142282	ERX2077237	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017655/ERR2017655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017655/ERR2017655_2.fastq.gz
ERR2017658	SAMEA104142304	ERX2077240	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017658/ERR2017658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017658/ERR2017658_2.fastq.gz
ERR2017660	SAMEA104142306	ERX2077242	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017660/ERR2017660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017660/ERR2017660_2.fastq.gz
ERR2017662	SAMEA104142246	ERX2077244	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017662/ERR2017662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017662/ERR2017662_2.fastq.gz
ERR2017664	SAMEA104142318	ERX2077246	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017664/ERR2017664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017664/ERR2017664_2.fastq.gz
ERR2017671	SAMEA104142311	ERX2077253	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017671/ERR2017671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017671/ERR2017671_2.fastq.gz
ERR2017676	SAMEA104142280	ERX2077258	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017676/ERR2017676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017676/ERR2017676_2.fastq.gz
ERR2017679	SAMEA104142208	ERX2077261	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017679/ERR2017679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017679/ERR2017679_2.fastq.gz
ERR2017681	SAMEA104142206	ERX2077263	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017681/ERR2017681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017681/ERR2017681_2.fastq.gz
ERR2017683	SAMEA104142204	ERX2077265	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017683/ERR2017683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017683/ERR2017683_2.fastq.gz
ERR2017686	SAMEA104142201	ERX2077268	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017686/ERR2017686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017686/ERR2017686_2.fastq.gz
ERR2017688	SAMEA104142199	ERX2077270	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017688/ERR2017688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017688/ERR2017688_2.fastq.gz
ERR2017690	SAMEA104142198	ERX2077272	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017690/ERR2017690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017690/ERR2017690_2.fastq.gz
ERR2017694	SAMEA104142194	ERX2077276	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017694/ERR2017694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017694/ERR2017694_2.fastq.gz
ERR2017695	SAMEA104142193	ERX2077277	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017695/ERR2017695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017695/ERR2017695_2.fastq.gz
ERR2017700	SAMEA104142188	ERX2077282	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017700/ERR2017700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017700/ERR2017700_2.fastq.gz
ERR2017701	SAMEA104142187	ERX2077283	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017701/ERR2017701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017701/ERR2017701_2.fastq.gz
ERR2017702	SAMEA104142186	ERX2077284	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017702/ERR2017702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017702/ERR2017702_2.fastq.gz
ERR2017703	SAMEA104142185	ERX2077285	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017703/ERR2017703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017703/ERR2017703_2.fastq.gz
ERR2017704	SAMEA104142184	ERX2077286	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017704/ERR2017704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017704/ERR2017704_2.fastq.gz
ERR2017705	SAMEA104142183	ERX2077287	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017705/ERR2017705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017705/ERR2017705_2.fastq.gz
ERR2017708	SAMEA104142180	ERX2077290	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017708/ERR2017708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017708/ERR2017708_2.fastq.gz
ERR2017710	SAMEA104142178	ERX2077292	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017710/ERR2017710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017710/ERR2017710_2.fastq.gz
ERR2017716	SAMEA104142173	ERX2077298	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017716/ERR2017716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017716/ERR2017716_2.fastq.gz
ERR2017717	SAMEA104142172	ERX2077299	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017717/ERR2017717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017717/ERR2017717_2.fastq.gz
ERR2017721	SAMEA104142168	ERX2077303	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017721/ERR2017721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017721/ERR2017721_2.fastq.gz
ERR2017725	SAMEA104142164	ERX2077307	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017725/ERR2017725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017725/ERR2017725_2.fastq.gz
ERR2017732	SAMEA104142157	ERX2077314	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017732/ERR2017732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017732/ERR2017732_2.fastq.gz
ERR2017744	SAMEA104142096	ERX2077326	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017744/ERR2017744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017744/ERR2017744_2.fastq.gz
ERR2017745	SAMEA104142095	ERX2077327	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017745/ERR2017745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017745/ERR2017745_2.fastq.gz
ERR2017746	SAMEA104142094	ERX2077328	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017746/ERR2017746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017746/ERR2017746_2.fastq.gz
ERR2017747	SAMEA104142093	ERX2077329	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017747/ERR2017747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017747/ERR2017747_2.fastq.gz
ERR2017748	SAMEA104142092	ERX2077330	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017748/ERR2017748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017748/ERR2017748_2.fastq.gz
ERR2017749	SAMEA104142091	ERX2077331	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017749/ERR2017749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017749/ERR2017749_2.fastq.gz
ERR2017757	SAMEA104142415	ERX2077339	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017757/ERR2017757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017757/ERR2017757_2.fastq.gz
ERR2017760	SAMEA104142419	ERX2077342	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017760/ERR2017760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017760/ERR2017760_2.fastq.gz
ERR2017762	SAMEA104142421	ERX2077344	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017762/ERR2017762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017762/ERR2017762_2.fastq.gz
ERR2017765	SAMEA104142475	ERX2077347	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017765/ERR2017765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017765/ERR2017765_2.fastq.gz
ERR2017767	SAMEA104142424	ERX2077349	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017767/ERR2017767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017767/ERR2017767_2.fastq.gz
ERR2017769	SAMEA104142426	ERX2077351	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017769/ERR2017769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017769/ERR2017769_2.fastq.gz
ERR2017785	SAMEA104142441	ERX2077367	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017785/ERR2017785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017785/ERR2017785_2.fastq.gz
ERR2017788	SAMEA104142444	ERX2077370	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017788/ERR2017788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017788/ERR2017788_2.fastq.gz
ERR2017790	SAMEA104142446	ERX2077372	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017790/ERR2017790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017790/ERR2017790_2.fastq.gz
ERR2017791	SAMEA104142455	ERX2077373	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017791/ERR2017791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017791/ERR2017791_2.fastq.gz
ERR2017792	SAMEA104142474	ERX2077374	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017792/ERR2017792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017792/ERR2017792_2.fastq.gz
ERR2017795	SAMEA104142447	ERX2077377	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017795/ERR2017795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017795/ERR2017795_2.fastq.gz
ERR2017796	SAMEA104142458	ERX2077378	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017796/ERR2017796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017796/ERR2017796_2.fastq.gz
ERR2017800	SAMEA104142460	ERX2077382	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017800/ERR2017800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017800/ERR2017800_2.fastq.gz
ERR2017803	SAMEA104142465	ERX2077385	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017803/ERR2017803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017803/ERR2017803_2.fastq.gz
ERR2017805	SAMEA104142467	ERX2077387	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017805/ERR2017805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017805/ERR2017805_2.fastq.gz
ERR2017813	SAMEA104142314	ERX2077395	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017813/ERR2017813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017813/ERR2017813_2.fastq.gz
ERR2017814	SAMEA104142316	ERX2077396	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017814/ERR2017814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017814/ERR2017814_2.fastq.gz
ERR2017417	SAMEA104142368	ERX2076999	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017417/ERR2017417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017417/ERR2017417_2.fastq.gz
ERR2017423	SAMEA104142362	ERX2077005	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017423/ERR2017423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017423/ERR2017423_2.fastq.gz
ERR2017424	SAMEA104142361	ERX2077006	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017424/ERR2017424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017424/ERR2017424_2.fastq.gz
ERR2017426	SAMEA104142359	ERX2077008	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017426/ERR2017426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017426/ERR2017426_2.fastq.gz
ERR2017427	SAMEA104142358	ERX2077009	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017427/ERR2017427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017427/ERR2017427_2.fastq.gz
ERR2017429	SAMEA104142356	ERX2077011	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017429/ERR2017429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017429/ERR2017429_2.fastq.gz
ERR2017430	SAMEA104142355	ERX2077012	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017430/ERR2017430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017430/ERR2017430_2.fastq.gz
ERR2017431	SAMEA104142354	ERX2077013	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017431/ERR2017431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017431/ERR2017431_2.fastq.gz
ERR2017432	SAMEA104142353	ERX2077014	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017432/ERR2017432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017432/ERR2017432_2.fastq.gz
ERR2017434	SAMEA104142351	ERX2077016	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017434/ERR2017434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017434/ERR2017434_2.fastq.gz
ERR2017437	SAMEA104142348	ERX2077019	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017437/ERR2017437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017437/ERR2017437_2.fastq.gz
ERR2017439	SAMEA104142346	ERX2077021	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017439/ERR2017439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017439/ERR2017439_2.fastq.gz
ERR2017447	SAMEA104142325	ERX2077029	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017447/ERR2017447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017447/ERR2017447_2.fastq.gz
ERR2017448	SAMEA104142332	ERX2077030	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017448/ERR2017448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017448/ERR2017448_2.fastq.gz
ERR2017456	SAMEA104142328	ERX2077038	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017456/ERR2017456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017456/ERR2017456_2.fastq.gz
ERR2017457	SAMEA104142329	ERX2077039	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017457/ERR2017457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017457/ERR2017457_2.fastq.gz
ERR2017459	SAMEA104142335	ERX2077041	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017459/ERR2017459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017459/ERR2017459_2.fastq.gz
ERR2017464	SAMEA104142234	ERX2077046	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017464/ERR2017464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017464/ERR2017464_2.fastq.gz
ERR2017465	SAMEA104142233	ERX2077047	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017465/ERR2017465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017465/ERR2017465_2.fastq.gz
ERR2017471	SAMEA104142227	ERX2077053	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017471/ERR2017471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017471/ERR2017471_2.fastq.gz
ERR2017474	SAMEA104142377	ERX2077056	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017474/ERR2017474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017474/ERR2017474_2.fastq.gz
ERR2017481	SAMEA104142382	ERX2077063	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017481/ERR2017481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017481/ERR2017481_2.fastq.gz
ERR2017491	SAMEA104142226	ERX2077073	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017491/ERR2017491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017491/ERR2017491_2.fastq.gz
ERR2017499	SAMEA104142395	ERX2077081	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017499/ERR2017499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017499/ERR2017499_2.fastq.gz
ERR2017503	SAMEA104142397	ERX2077085	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017503/ERR2017503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017503/ERR2017503_2.fastq.gz
ERR2017508	SAMEA104142402	ERX2077090	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017508/ERR2017508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017508/ERR2017508_2.fastq.gz
ERR2017522	SAMEA104142215	ERX2077104	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017522/ERR2017522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017522/ERR2017522_2.fastq.gz
ERR2017523	SAMEA104142214	ERX2077105	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017523/ERR2017523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017523/ERR2017523_2.fastq.gz
ERR2017524	SAMEA104142220	ERX2077106	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017524/ERR2017524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017524/ERR2017524_2.fastq.gz
ERR2017527	SAMEA104142212	ERX2077109	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017527/ERR2017527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017527/ERR2017527_2.fastq.gz
ERR2017529	SAMEA104142211	ERX2077111	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017529/ERR2017529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017529/ERR2017529_2.fastq.gz
ERR2017532	SAMEA104142077	ERX2077114	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017532/ERR2017532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017532/ERR2017532_2.fastq.gz
ERR2017536	SAMEA104142150	ERX2077118	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017536/ERR2017536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017536/ERR2017536_2.fastq.gz
