run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR321389	SAMEA2160045	ERX294522	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321389/ERR321389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321389/ERR321389_2.fastq.gz
ERR321394	SAMEA2156362	ERX294527	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321394/ERR321394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321394/ERR321394_2.fastq.gz
ERR321397	SAMEA2156362	ERX294530	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321397/ERR321397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321397/ERR321397_2.fastq.gz
ERR321400	SAMEA2153010	ERX294533	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321400/ERR321400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321400/ERR321400_2.fastq.gz
ERR321402	SAMEA2153010	ERX294535	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321402/ERR321402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321402/ERR321402_2.fastq.gz
ERR321403	SAMEA2153010	ERX294536	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321403/ERR321403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321403/ERR321403_2.fastq.gz
ERR321406	SAMEA2158454	ERX294539	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321406/ERR321406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321406/ERR321406_2.fastq.gz
ERR321408	SAMEA2158100	ERX294541	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321408/ERR321408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321408/ERR321408_2.fastq.gz
ERR321410	SAMEA2158100	ERX294543	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321410/ERR321410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321410/ERR321410_2.fastq.gz
ERR321412	SAMEA2158100	ERX294545	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321412/ERR321412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321412/ERR321412_2.fastq.gz
ERR321415	SAMEA2147070	ERX294548	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321415/ERR321415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321415/ERR321415_2.fastq.gz
ERR321417	SAMEA2152065	ERX294550	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321417/ERR321417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321417/ERR321417_2.fastq.gz
ERR321419	SAMEA2152065	ERX294552	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321419/ERR321419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321419/ERR321419_2.fastq.gz
ERR321427	SAMEA2163351	ERX294560	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321427/ERR321427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321427/ERR321427_2.fastq.gz
ERR321433	SAMEA2144578	ERX294566	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321433/ERR321433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321433/ERR321433_2.fastq.gz
ERR321434	SAMEA2144578	ERX294567	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321434/ERR321434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321434/ERR321434_2.fastq.gz
ERR321435	SAMEA2144578	ERX294568	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321435/ERR321435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321435/ERR321435_2.fastq.gz
ERR321437	SAMEA2159102	ERX294570	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321437/ERR321437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321437/ERR321437_2.fastq.gz
ERR321440	SAMEA2154452	ERX294573	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321440/ERR321440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321440/ERR321440_2.fastq.gz
ERR321441	SAMEA2154452	ERX294574	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321441/ERR321441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321441/ERR321441_2.fastq.gz
ERR321445	SAMEA2142848	ERX294578	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321445/ERR321445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321445/ERR321445_2.fastq.gz
ERR321454	SAMEA2155636	ERX294587	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321454/ERR321454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321454/ERR321454_2.fastq.gz
ERR321455	SAMEA2155636	ERX294588	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321455/ERR321455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321455/ERR321455_2.fastq.gz
ERR321457	SAMEA2155636	ERX294590	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321457/ERR321457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321457/ERR321457_2.fastq.gz
ERR321458	SAMEA2162200	ERX294591	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321458/ERR321458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321458/ERR321458_2.fastq.gz
ERR321462	SAMEA2157909	ERX294595	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321462/ERR321462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321462/ERR321462_2.fastq.gz
ERR321465	SAMEA2147114	ERX294598	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321465/ERR321465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321465/ERR321465_2.fastq.gz
ERR321467	SAMEA2163575	ERX294600	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321467/ERR321467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321467/ERR321467_2.fastq.gz
ERR321471	SAMEA2152204	ERX294604	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321471/ERR321471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321471/ERR321471_2.fastq.gz
ERR321473	SAMEA2151838	ERX294606	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321473/ERR321473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321473/ERR321473_2.fastq.gz
ERR321474	SAMEA2151838	ERX294607	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321474/ERR321474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321474/ERR321474_2.fastq.gz
ERR321475	SAMEA2151838	ERX294608	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321475/ERR321475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321475/ERR321475_2.fastq.gz
ERR321479	SAMEA2161222	ERX294612	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321479/ERR321479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321479/ERR321479_2.fastq.gz
ERR321481	SAMEA1964687	ERX294614	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321481/ERR321481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321481/ERR321481_2.fastq.gz
ERR321483	SAMEA2161021	ERX294616	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321483/ERR321483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321483/ERR321483_2.fastq.gz
ERR321485	SAMEA2162862	ERX294618	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321485/ERR321485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321485/ERR321485_2.fastq.gz
ERR321487	SAMEA2147092	ERX294620	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321487/ERR321487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321487/ERR321487_2.fastq.gz
ERR321488	SAMEA2145648	ERX294621	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321488/ERR321488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321488/ERR321488_2.fastq.gz
ERR321495	SAMEA2156906	ERX294628	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321495/ERR321495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321495/ERR321495_2.fastq.gz
ERR321498	SAMEA2155373	ERX294631	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321498/ERR321498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321498/ERR321498_2.fastq.gz
ERR321499	SAMEA2155373	ERX294632	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321499/ERR321499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321499/ERR321499_2.fastq.gz
ERR321502	SAMEA2155373	ERX294635	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321502/ERR321502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321502/ERR321502_2.fastq.gz
ERR321505	SAMEA2154893	ERX294638	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321505/ERR321505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321505/ERR321505_2.fastq.gz
ERR321509	SAMEA2154920	ERX294642	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321509/ERR321509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321509/ERR321509_2.fastq.gz
ERR321510	SAMEA2145758	ERX294643	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321510/ERR321510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321510/ERR321510_2.fastq.gz
ERR321514	SAMEA2162231	ERX294647	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321514/ERR321514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321514/ERR321514_2.fastq.gz
ERR321515	SAMEA2162231	ERX294648	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321515/ERR321515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321515/ERR321515_2.fastq.gz
ERR321522	SAMEA2142594	ERX294655	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321522/ERR321522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321522/ERR321522_2.fastq.gz
ERR321523	SAMEA2154047	ERX294656	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321523/ERR321523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321523/ERR321523_2.fastq.gz
ERR321529	SAMEA2155689	ERX294662	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321529/ERR321529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321529/ERR321529_2.fastq.gz
ERR321530	SAMEA2159561	ERX294663	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321530/ERR321530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321530/ERR321530_2.fastq.gz
ERR321531	SAMEA2159891	ERX294664	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321531/ERR321531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321531/ERR321531_2.fastq.gz
ERR321535	SAMEA2157028	ERX294668	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321535/ERR321535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321535/ERR321535_2.fastq.gz
ERR321536	SAMEA2157028	ERX294669	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321536/ERR321536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321536/ERR321536_2.fastq.gz
ERR321537	SAMEA2157028	ERX294670	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321537/ERR321537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321537/ERR321537_2.fastq.gz
ERR321539	SAMEA2151034	ERX294672	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321539/ERR321539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321539/ERR321539_2.fastq.gz
ERR321540	SAMEA2151034	ERX294673	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321540/ERR321540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321540/ERR321540_2.fastq.gz
ERR321542	SAMEA2144623	ERX294675	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321542/ERR321542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321542/ERR321542_2.fastq.gz
ERR321547	SAMEA2152938	ERX294680	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321547/ERR321547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321547/ERR321547_2.fastq.gz
ERR321552	SAMEA2146477	ERX294685	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321552/ERR321552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321552/ERR321552_2.fastq.gz
ERR321553	SAMEA2152373	ERX294686	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321553/ERR321553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321553/ERR321553_2.fastq.gz
ERR321555	SAMEA2149636	ERX294688	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321555/ERR321555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321555/ERR321555_2.fastq.gz
ERR321560	SAMEA1965149	ERX294693	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321560/ERR321560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321560/ERR321560_2.fastq.gz
ERR321561	SAMEA2161372	ERX294694	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321561/ERR321561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321561/ERR321561_2.fastq.gz
ERR321562	SAMEA2154150	ERX294695	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321562/ERR321562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321562/ERR321562_2.fastq.gz
ERR321563	SAMEA2159974	ERX294696	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321563/ERR321563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321563/ERR321563_2.fastq.gz
ERR321564	SAMEA2159881	ERX294697	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321564/ERR321564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321564/ERR321564_2.fastq.gz
ERR321565	SAMEA2155902	ERX294698	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321565/ERR321565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321565/ERR321565_2.fastq.gz
ERR321568	SAMEA2157850	ERX294701	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321568/ERR321568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321568/ERR321568_2.fastq.gz
ERR321570	SAMEA2151633	ERX294703	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321570/ERR321570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321570/ERR321570_2.fastq.gz
ERR321571	SAMEA2147326	ERX294704	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321571/ERR321571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321571/ERR321571_2.fastq.gz
ERR321572	SAMEA2143074	ERX294705	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321572/ERR321572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321572/ERR321572_2.fastq.gz
ERR321573	SAMEA2153005	ERX294706	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321573/ERR321573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321573/ERR321573_2.fastq.gz
ERR321575	SAMEA2146552	ERX294708	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321575/ERR321575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321575/ERR321575_2.fastq.gz
ERR321579	SAMEA2151383	ERX294712	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321579/ERR321579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321579/ERR321579_2.fastq.gz
ERR321580	SAMEA2158769	ERX294713	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321580/ERR321580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321580/ERR321580_2.fastq.gz
ERR321581	SAMEA2156714	ERX294714	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321581/ERR321581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321581/ERR321581_2.fastq.gz
ERR321589	SAMEA2158039	ERX294722	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321589/ERR321589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321589/ERR321589_2.fastq.gz
ERR321590	SAMEA1972188	ERX294723	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321590/ERR321590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321590/ERR321590_2.fastq.gz
ERR321599	SAMEA2162573	ERX294732	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321599/ERR321599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321599/ERR321599_2.fastq.gz
ERR321604	SAMEA2160490	ERX294737	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321604/ERR321604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321604/ERR321604_2.fastq.gz
ERR321606	SAMEA2145365	ERX294739	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321606/ERR321606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321606/ERR321606_2.fastq.gz
ERR321621	SAMEA2155093	ERX294754	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321621/ERR321621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321621/ERR321621_2.fastq.gz
ERR321623	SAMEA2162844	ERX294756	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321623/ERR321623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321623/ERR321623_2.fastq.gz
ERR321630	SAMEA2146009	ERX294763	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321630/ERR321630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321630/ERR321630_2.fastq.gz
ERR321640	SAMEA2152064	ERX294773	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321640/ERR321640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321640/ERR321640_2.fastq.gz
ERR321642	SAMEA2149068	ERX294775	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321642/ERR321642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321642/ERR321642_2.fastq.gz
ERR321643	SAMEA2148412	ERX294776	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321643/ERR321643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321643/ERR321643_2.fastq.gz
ERR321644	SAMEA2163432	ERX294777	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321644/ERR321644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321644/ERR321644_2.fastq.gz
ERR321646	SAMEA2155255	ERX294779	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321646/ERR321646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321646/ERR321646_2.fastq.gz
ERR321647	SAMEA2163583	ERX294780	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321647/ERR321647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321647/ERR321647_2.fastq.gz
ERR321648	SAMEA2162036	ERX294781	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321648/ERR321648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321648/ERR321648_2.fastq.gz
ERR321649	SAMEA2158062	ERX294782	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321649/ERR321649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321649/ERR321649_2.fastq.gz
ERR321651	SAMEA2154620	ERX294784	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321651/ERR321651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321651/ERR321651_2.fastq.gz
ERR321654	SAMEA2156486	ERX294787	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321654/ERR321654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321654/ERR321654_2.fastq.gz
ERR321655	SAMEA2148755	ERX294788	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321655/ERR321655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321655/ERR321655_2.fastq.gz
ERR321062	SAMEA2143941	ERX294195	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321062/ERR321062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321062/ERR321062_2.fastq.gz
ERR321063	SAMEA2143941	ERX294196	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321063/ERR321063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321063/ERR321063_2.fastq.gz
ERR321064	SAMEA2155030	ERX294197	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321064/ERR321064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321064/ERR321064_2.fastq.gz
ERR321065	SAMEA2155030	ERX294198	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321065/ERR321065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321065/ERR321065_2.fastq.gz
ERR321066	SAMEA2155030	ERX294199	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321066/ERR321066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321066/ERR321066_2.fastq.gz
ERR321067	SAMEA2149557	ERX294200	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321067/ERR321067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321067/ERR321067_2.fastq.gz
ERR321070	SAMEA2158594	ERX294203	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321070/ERR321070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321070/ERR321070_2.fastq.gz
ERR321071	SAMEA2158594	ERX294204	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321071/ERR321071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321071/ERR321071_2.fastq.gz
ERR321075	SAMEA1970465	ERX294208	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321075/ERR321075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321075/ERR321075_2.fastq.gz
ERR321076	SAMEA1970465	ERX294209	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321076/ERR321076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321076/ERR321076_2.fastq.gz
