run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR321079	SAMEA1970465	ERX294212	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321079/ERR321079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321079/ERR321079_2.fastq.gz
ERR321081	SAMEA2148472	ERX294214	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321081/ERR321081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321081/ERR321081_2.fastq.gz
ERR321085	SAMEA2144299	ERX294218	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321085/ERR321085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321085/ERR321085_2.fastq.gz
ERR321087	SAMEA2144302	ERX294220	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321087/ERR321087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321087/ERR321087_2.fastq.gz
ERR321088	SAMEA2144302	ERX294221	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321088/ERR321088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321088/ERR321088_2.fastq.gz
ERR321090	SAMEA2159553	ERX294223	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321090/ERR321090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321090/ERR321090_2.fastq.gz
ERR321095	SAMEA2161876	ERX294228	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321095/ERR321095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321095/ERR321095_2.fastq.gz
ERR321097	SAMEA2161876	ERX294230	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321097/ERR321097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321097/ERR321097_2.fastq.gz
ERR321102	SAMEA1970897	ERX294235	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321102/ERR321102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321102/ERR321102_2.fastq.gz
ERR321105	SAMEA2151054	ERX294238	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321105/ERR321105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321105/ERR321105_2.fastq.gz
ERR321106	SAMEA2149603	ERX294239	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321106/ERR321106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321106/ERR321106_2.fastq.gz
ERR321107	SAMEA2149603	ERX294240	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321107/ERR321107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321107/ERR321107_2.fastq.gz
ERR321110	SAMEA2157270	ERX294243	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321110/ERR321110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321110/ERR321110_2.fastq.gz
ERR321113	SAMEA2161917	ERX294246	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321113/ERR321113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321113/ERR321113_2.fastq.gz
ERR321114	SAMEA2161917	ERX294247	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321114/ERR321114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321114/ERR321114_2.fastq.gz
ERR321115	SAMEA1964270	ERX294248	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321115/ERR321115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321115/ERR321115_2.fastq.gz
ERR321117	SAMEA2162138	ERX294250	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321117/ERR321117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321117/ERR321117_2.fastq.gz
ERR321118	SAMEA2162138	ERX294251	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321118/ERR321118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321118/ERR321118_2.fastq.gz
ERR321119	SAMEA2150310	ERX294252	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321119/ERR321119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321119/ERR321119_2.fastq.gz
ERR321122	SAMEA2145251	ERX294255	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321122/ERR321122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321122/ERR321122_2.fastq.gz
ERR321133	SAMEA2153837	ERX294266	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321133/ERR321133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321133/ERR321133_2.fastq.gz
ERR321144	SAMEA2162530	ERX294277	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_2.fastq.gz
ERR321145	SAMEA2155132	ERX294278	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_2.fastq.gz
ERR321146	SAMEA2155132	ERX294279	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_2.fastq.gz
ERR321152	SAMEA2156186	ERX294285	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_2.fastq.gz
ERR321155	SAMEA2149030	ERX294288	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_2.fastq.gz
ERR321159	SAMEA2147983	ERX294292	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_2.fastq.gz
ERR321160	SAMEA2147983	ERX294293	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_2.fastq.gz
ERR321161	SAMEA2148558	ERX294294	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_2.fastq.gz
ERR321162	SAMEA2148558	ERX294295	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_2.fastq.gz
ERR321164	SAMEA1972002	ERX294297	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_2.fastq.gz
ERR321165	SAMEA2148024	ERX294298	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_2.fastq.gz
ERR321168	SAMEA2152315	ERX294301	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_2.fastq.gz
ERR321169	SAMEA2155432	ERX294302	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_2.fastq.gz
ERR321170	SAMEA2155432	ERX294303	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_2.fastq.gz
ERR321171	SAMEA2157043	ERX294304	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_2.fastq.gz
ERR321173	SAMEA2149568	ERX294306	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_2.fastq.gz
ERR321176	SAMEA2143176	ERX294309	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_2.fastq.gz
ERR321177	SAMEA2146472	ERX294310	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_2.fastq.gz
ERR321178	SAMEA2146472	ERX294311	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_2.fastq.gz
ERR321188	SAMEA2150839	ERX294321	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_2.fastq.gz
ERR321194	SAMEA2161608	ERX294327	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_2.fastq.gz
ERR321195	SAMEA2148063	ERX294328	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_2.fastq.gz
ERR321198	SAMEA2150866	ERX294331	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_2.fastq.gz
ERR321200	SAMEA2151035	ERX294333	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_2.fastq.gz
ERR321201	SAMEA2162348	ERX294334	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_2.fastq.gz
ERR321202	SAMEA2162348	ERX294335	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_2.fastq.gz
ERR321213	SAMEA2143745	ERX294346	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_2.fastq.gz
ERR321215	SAMEA2160621	ERX294348	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_2.fastq.gz
ERR321216	SAMEA2151258	ERX294349	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_2.fastq.gz
ERR321219	SAMEA2148905	ERX294352	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_2.fastq.gz
ERR321220	SAMEA2144640	ERX294353	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_2.fastq.gz
ERR321223	SAMEA2161216	ERX294356	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_2.fastq.gz
ERR321225	SAMEA2159541	ERX294358	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_2.fastq.gz
ERR321226	SAMEA2155055	ERX294359	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_2.fastq.gz
ERR321229	SAMEA2157853	ERX294362	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_2.fastq.gz
ERR321230	SAMEA2158480	ERX294363	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_2.fastq.gz
ERR321232	SAMEA2152664	ERX294365	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_2.fastq.gz
ERR321233	SAMEA2152664	ERX294366	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_2.fastq.gz
ERR321234	SAMEA2153887	ERX294367	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_2.fastq.gz
ERR321245	SAMEA2149627	ERX294378	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_2.fastq.gz
ERR321246	SAMEA2163052	ERX294379	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_2.fastq.gz
ERR321248	SAMEA2147589	ERX294381	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_2.fastq.gz
ERR321249	SAMEA2147589	ERX294382	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_2.fastq.gz
ERR321250	SAMEA2147589	ERX294383	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_2.fastq.gz
ERR321251	SAMEA2147589	ERX294384	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_2.fastq.gz
ERR321258	SAMEA2151677	ERX294391	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_2.fastq.gz
ERR321261	SAMEA2150876	ERX294394	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_2.fastq.gz
ERR321265	SAMEA2159429	ERX294398	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_2.fastq.gz
ERR321267	SAMEA2159429	ERX294400	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_2.fastq.gz
ERR321270	SAMEA2163504	ERX294403	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321270/ERR321270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321270/ERR321270_2.fastq.gz
ERR321271	SAMEA2163504	ERX294404	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321271/ERR321271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321271/ERR321271_2.fastq.gz
ERR321273	SAMEA2163504	ERX294406	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321273/ERR321273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321273/ERR321273_2.fastq.gz
ERR321274	SAMEA2163504	ERX294407	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321274/ERR321274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321274/ERR321274_2.fastq.gz
ERR321276	SAMEA2155310	ERX294409	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321276/ERR321276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321276/ERR321276_2.fastq.gz
ERR321277	SAMEA2155310	ERX294410	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321277/ERR321277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321277/ERR321277_2.fastq.gz
ERR321278	SAMEA2155310	ERX294411	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321278/ERR321278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321278/ERR321278_2.fastq.gz
ERR321279	SAMEA2155310	ERX294412	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321279/ERR321279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321279/ERR321279_2.fastq.gz
ERR321284	SAMEA2157192	ERX294417	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321284/ERR321284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321284/ERR321284_2.fastq.gz
ERR321285	SAMEA2157192	ERX294418	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321285/ERR321285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321285/ERR321285_2.fastq.gz
ERR321286	SAMEA2157192	ERX294419	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321286/ERR321286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321286/ERR321286_2.fastq.gz
ERR321289	SAMEA2146731	ERX294422	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321289/ERR321289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321289/ERR321289_2.fastq.gz
ERR321292	SAMEA2146731	ERX294425	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321292/ERR321292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321292/ERR321292_2.fastq.gz
ERR321295	SAMEA1964695	ERX294428	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321295/ERR321295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321295/ERR321295_2.fastq.gz
ERR321296	SAMEA1964695	ERX294429	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321296/ERR321296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321296/ERR321296_2.fastq.gz
ERR321297	SAMEA1964695	ERX294430	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321297/ERR321297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321297/ERR321297_2.fastq.gz
ERR321300	SAMEA2151391	ERX294433	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321300/ERR321300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321300/ERR321300_2.fastq.gz
ERR321301	SAMEA2151391	ERX294434	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321301/ERR321301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321301/ERR321301_2.fastq.gz
ERR321303	SAMEA1966821	ERX294436	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321303/ERR321303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321303/ERR321303_2.fastq.gz
ERR321306	SAMEA1966821	ERX294439	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321306/ERR321306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321306/ERR321306_2.fastq.gz
ERR321308	SAMEA2146682	ERX294441	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321308/ERR321308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321308/ERR321308_2.fastq.gz
ERR321314	SAMEA2150909	ERX294447	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321314/ERR321314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321314/ERR321314_2.fastq.gz
ERR321315	SAMEA2150909	ERX294448	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321315/ERR321315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321315/ERR321315_2.fastq.gz
ERR321317	SAMEA2145068	ERX294450	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321317/ERR321317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321317/ERR321317_2.fastq.gz
ERR321318	SAMEA2145068	ERX294451	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321318/ERR321318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321318/ERR321318_2.fastq.gz
ERR321323	SAMEA2147216	ERX294456	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321323/ERR321323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321323/ERR321323_2.fastq.gz
ERR321330	SAMEA2144588	ERX294463	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321330/ERR321330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321330/ERR321330_2.fastq.gz
ERR321331	SAMEA2144588	ERX294464	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321331/ERR321331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321331/ERR321331_2.fastq.gz
ERR321332	SAMEA2144588	ERX294465	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321332/ERR321332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321332/ERR321332_2.fastq.gz
ERR321333	SAMEA2144588	ERX294466	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321333/ERR321333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321333/ERR321333_2.fastq.gz
ERR321337	SAMEA2162880	ERX294470	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321337/ERR321337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321337/ERR321337_2.fastq.gz
ERR321338	SAMEA2162880	ERX294471	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321338/ERR321338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321338/ERR321338_2.fastq.gz
ERR321340	SAMEA2153557	ERX294473	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321340/ERR321340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321340/ERR321340_2.fastq.gz
ERR321341	SAMEA2153557	ERX294474	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321341/ERR321341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321341/ERR321341_2.fastq.gz
ERR321347	SAMEA2149539	ERX294480	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321347/ERR321347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321347/ERR321347_2.fastq.gz
ERR321352	SAMEA1969417	ERX294485	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321352/ERR321352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321352/ERR321352_2.fastq.gz
